id;ventanax;ventanay;cliplimit;entropia;difintensidad;psnr;nombreimagen
0;230;139;200.88761385386098;0.48461520647743234;47.83235168457031;8.194716153441632;Lenna201441916326.jpg;
1;197;68;197.50353368473088;0.35116313223250617;35.53077697753906;8.723587904642056;Lenna201441916339.jpg;
2;220;72;160.37172786879876;0.35116313223250617;35.90321350097656;8.712830710215032;Lenna201441916352.jpg;
3;256;221;0.0;0.48461520647743234;47.24909973144531;8.19619548636196;Lenna20144191645.jpg;
4;256;85;142.60609169531722;0.35116313223250617;36.60462951660156;8.706950019971556;Lenna201441916417.jpg;
5;2;256;0.0;7.970121503014226;12.2010498046875;12.650075964830773;Lenna201441916429.jpg;
6;110;66;133.02180057186393;7.412363726186641;32.20164489746094;9.03563321368669;Lenna201441916442.jpg;
7;256;256;0.0;0.5302660830931594;60.36265563964844;7.47605959055516;Lenna201441916455.jpg;
8;133;52;180.01383295674808;7.2603359818681374;32.514251708984375;8.892771420239908;Lenna20144191658.jpg;
9;129;34;128.0;7.233592399904813;28.9129638671875;9.084317539830783;Lenna201441916521.jpg;
10;256;32;0.0;0.2871104981911874;30.006072998046875;8.96701811855365;Lenna201441916534.jpg;
11;2;32;226.05449576815894;7.971389886856448;11.444381713867188;12.822756852565353;Lenna201441916548.jpg;
12;256;53;159.78633364845214;7.258281737886077;32.69639587402344;8.889168518928491;Lenna20144191662.jpg;
13;2;32;31.14579682532232;7.9696335406766625;11.26446533203125;12.873249425355533;Lenna201441916615.jpg;
14;2;32;25.074691472156516;7.966161086351514;10.98675537109375;12.938758585025422;Lenna201441916629.jpg;
15;122;76;157.4698457394856;7.417990963775015;31.711090087890625;9.048657868497438;Lenna201441916642.jpg;
16;140;30;116.95576263593505;7.757775785888864;27.846481323242188;9.230811781599058;Lenna201441916655.jpg;
17;256;63;39.01936940608606;6.994511894527182;63.85865783691406;8.413148964961515;Lenna20144191679.jpg;
18;256;78;0.0;0.35116313223250617;35.34779357910156;8.7319106579387;Lenna201441916722.jpg;
19;68;36;167.34615654357273;7.819560570793534;25.45660400390625;9.430365494597124;Lenna201441916734.jpg;
20;2;2;4.852433858032697;7.778481763035189;5.38818359375;18.22228252200419;Lenna201441916747.jpg;
21;127;3;156.94459864784733;7.966801725206321;14.191131591796875;11.488913931221978;Lenna20144191681.jpg;
22;256;35;256.0;7.232377960120006;28.378005981445312;9.10924506051509;Lenna201441916815.jpg;
23;24;17;256.0;7.953311721537168;18.48675537109375;10.491068895513578;Lenna201441916829.jpg;
24;256;33;108.32639938694511;7.226777721670915;29.827316284179688;9.070027991736714;Lenna201441916845.jpg;
25;141;26;122.83367713912693;7.676117082719491;27.080154418945312;9.27138197157975;Lenna201441916859.jpg;
26;96;94;41.81452588011656;7.126649617906542;63.42182922363281;8.439225405220817;Lenna201441916914.jpg;
27;22;3;0.0;7.961018360894794;13.162948608398438;11.870079856281453;Lenna201441916927.jpg;
28;211;56;75.02467456596773;7.180544026466888;45.020751953125;8.883263878415622;Lenna201441916943.jpg;
29;14;12;241.2170534713286;7.934246509322392;16.014297485351562;11.165489703348312;Lenna201441916958.jpg;
30;134;35;176.88637657285983;7.242608192874249;28.651809692382812;9.09523060188566;Lenna2014419161012.jpg;
31;24;6;0.0;7.953663722254696;15.792465209960938;11.19507397157818;Lenna2014419161028.jpg;
32;218;36;122.03552906559887;7.242556057859578;29.257583618164062;9.075308099352442;Lenna2014419161045.jpg;
33;2;4;7.528808341687906;7.9142403808167465;6.413330078125;15.296180891773584;Lenna201441916110.jpg;
34;32;6;160.95282435837834;7.957198902065877;16.334197998046875;11.07414297658741;Lenna2014419161115.jpg;
35;38;6;196.21479465462514;7.961924488181262;16.592315673828125;10.969787527897022;Lenna2014419161128.jpg;
36;24;6;62.12940884474769;7.952149141888897;15.572036743164062;11.277813751771133;Lenna2014419161142.jpg;
37;40;12;256.0;7.956079880949645;18.813766479492188;10.389687249884476;Lenna2014419161159.jpg;
38;2;64;84.78507680375782;7.9658898525976;11.683639526367188;12.73107392298828;Lenna2014419161216.jpg;
39;163;20;128.0;7.866574674123493;24.999603271484375;9.477057677163364;Lenna2014419161234.jpg;
40;19;3;128.0;7.959461739854032;12.973800659179688;11.966596197583314;Lenna2014419161247.jpg;
41;2;7;17.016733287315304;7.952078407396031;10.664291381835938;13.593315314048688;Lenna201441916132.jpg;
42;54;3;74.57178745780533;7.966551782303514;13.920578002929688;11.566013370800297;Lenna2014419161316.jpg;
43;256;64;256.0;0.39960230500000943;38.14422607421875;8.522498741721648;Lenna2014419161330.jpg;
44;62;17;247.19026259583165;7.956033814867617;20.843551635742188;10.019397641167949;Lenna2014419161344.jpg;
45;256;64;187.18517038264946;0.39960230500000943;40.41705322265625;8.462105978764168;Lenna2014419161358.jpg;
46;67;6;239.18634933867264;7.964840130442854;17.393417358398438;10.776269013175963;Lenna2014419161412.jpg;
47;14;3;243.2;7.9515748717204495;12.553390502929688;12.237709156832006;Lenna2014419161428.jpg;
48;2;256;37.03640676306596;7.967765348111955;12.490142822265625;12.624600531806045;Lenna2014419161445.jpg;
49;256;64;244.64549850237773;0.39960230500000943;38.73846435546875;8.501417921133745;Lenna2014419161459.jpg;
50;122;68;205.6054097143294;7.408979511101536;31.25439453125;9.068995636161748;Lenna2014419161514.jpg;
51;2;41;18.92440006566096;7.96673115867414;10.956573486328125;13.124837079957683;Lenna2014419161530.jpg;
52;2;3;0.25064692005237926;7.120942214964306;4.3571014404296875;34.520494748519845;Lenna2014419161547.jpg;
53;46;12;256.0;7.957178177454062;19.20391845703125;10.318099339308159;Lenna201441916164.jpg;
54;28;3;151.68385119487655;7.964546485836499;13.465667724609375;11.796367210811756;Lenna2014419161622.jpg;
55;2;44;15.148869705331393;7.962955904246884;10.791183471679688;13.303412983122897;Lenna2014419161637.jpg;
56;2;2;3.6897051229622733;7.768255602439619;4.8921356201171875;19.443474335629784;Lenna2014419161653.jpg;
57;83;117;24.97151276788811;7.112794824922556;67.29570007324219;8.35939872783324;Lenna201441916178.jpg;
58;71;20;243.2;7.939591200707644;22.613479614257812;9.757633684859645;Lenna2014419161723.jpg;
59;2;9;22.607400950228225;7.961386921753973;10.681900024414062;13.39736132311742;Lenna2014419161737.jpg;
60;40;17;117.10690914748714;7.955085559034711;19.877822875976562;10.22378922467215;Lenna2014419161753.jpg;
61;2;6;17.105897745573667;7.953388882410227;9.922164916992188;13.726402993979187;Lenna201441916187.jpg;
62;16;17;256.0;7.943709135863917;17.078216552734375;10.848509527298623;Lenna2014419161822.jpg;
63;113;12;212.21358882235245;7.954896666264912;20.457290649414062;10.085472426447046;Lenna2014419161835.jpg;
64;2;8;12.59073504030043;7.947936940667066;8.290023803710938;13.782210536938758;Lenna2014419161849.jpg;
65;104;65;16.354724881182307;7.12320821345804;66.17877197265625;8.38372730291456;Lenna201441916193.jpg;
66;17;3;239.2920709611555;7.956098988749945;12.889633178710938;12.071547868845494;Lenna2014419161919.jpg;
67;164;21;240.97703432978363;7.871681347296201;24.676834106445312;9.496701872605133;Lenna2014419161934.jpg;
68;15;3;139.2028484086363;7.955977833840994;12.642257690429688;12.123353094177961;Lenna2014419161948.jpg;
69;256;128;0.0;0.5173505762277021;52.39384460449219;7.865164376865504;Lenna201441916204.jpg;
70;256;32;255.6364664366982;0.2871104981911874;30.246246337890625;8.957190047025398;Lenna2014419162022.jpg;
71;2;2;4.413937225754349;7.8011439361200114;5.221832275390625;18.66099427573051;Lenna2014419162038.jpg;
72;2;2;3.5812759454748857;7.750749322791044;4.72564697265625;19.607232039226187;Lenna2014419162054.jpg;
73;194;22;173.93066349985378;7.727358944583373;25.255325317382812;9.452058082804447;Lenna201441916218.jpg;
74;66;24;249.252915570809;7.934816991899924;23.35748291015625;9.649677211529028;Lenna2014419162121.jpg;
75;167;3;72.39826701533116;7.95869929719834;14.475189208984375;11.421966025133015;Lenna2014419162138.jpg;
76;2;2;4.156228945097894;7.775583857070089;4.98358154296875;18.901990702143515;Lenna2014419162154.jpg;
77;129;12;128.0;7.918526581342292;21.548858642578125;9.935941486586842;Lenna2014419162210.jpg;
78;60;12;149.58205892798725;7.958245413441137;19.4608154296875;10.25448600391401;Lenna2014419162225.jpg;
79;39;9;128.0;7.956321759674598;18.034805297851562;10.690149111764029;Lenna2014419162243.jpg;
80;34;3;128.0;7.965418201396859;13.646591186523438;11.677371331405704;Lenna201441916230.jpg;
81;224;18;0.0;7.898368937076758;23.760452270507812;9.630809920115652;Lenna2014419162315.jpg;
82;47;6;116.53146155493634;7.961580323680032;16.83428955078125;10.916328326948983;Lenna2014419162330.jpg;
83;129;27;136.76138225022672;7.669709414255821;26.854446411132812;9.275314106426707;Lenna2014419162349.jpg;
84;84;12;184.89056315879802;7.954756135000571;20.107070922851562;10.138230531503172;Lenna201441916245.jpg;
85;50;4;123.68197103881504;7.9616173357124325;15.227951049804688;11.420517620733131;Lenna2014419162422.jpg;
86;144;13;256.0;7.89908398671899;22.310501098632812;9.836092899288012;Lenna2014419162439.jpg;
87;2;3;5.761438498813154;7.902376206259063;5.7146453857421875;16.25935099067625;Lenna2014419162455.jpg;
88;46;21;256.0;7.951355709508568;21.253280639648438;9.984554297429133;Lenna2014419162511.jpg;
89;129;25;128.0;7.845224331550277;26.080337524414062;9.355201419527472;Lenna2014419162527.jpg;
90;60;4;139.5894259463435;7.963218327147223;15.373992919921875;11.374366425486356;Lenna2014419162540.jpg;
91;231;32;150.47057020767826;7.758495603019555;27.380081176757812;9.242823457470609;Lenna2014419162554.jpg;
92;190;27;243.2;7.672179446104028;26.430511474609375;9.29731697173602;Lenna2014419162611.jpg;
93;22;12;154.41204391134366;7.948390290313728;17.504745483398438;10.715391302096315;Lenna2014419162629.jpg;
94;72;22;256.0;7.922042994031939;22.9671630859375;9.728929251740263;Lenna2014419162645.jpg;
95;195;19;0.0;7.846467493499014;24.307662963867188;9.56084798011531;Lenna201441916272.jpg;
96;96;24;256.0;7.934191594716994;24.001190185546875;9.573628787992817;Lenna2014419162718.jpg;
97;177;25;211.98743517027563;7.846664168681423;25.75775146484375;9.363256402105085;Lenna2014419162736.jpg;
98;22;17;135.61831747601795;7.9487573654158155;18.227935791015625;10.576938638343673;Lenna2014419162755.jpg;
99;47;25;205.54045087365313;7.947926176961436;21.816192626953125;9.887230259392918;Lenna2014419162810.jpg;
